ftype	name	org_hydrocode	issuer_hydrocode	admincode	registgration_id	startdate	enddate	status	description
vdeq_vwuds	SCANDIA LAKES SERVICE AREA(SCANDIA LAKES)	vwuds_rp_683	vdeq_vwuds	vwuds_1950	1950	1988-01-01		inactive	
vdeq_vwuds	STANLEY SERVICE AREA(STANLEY)	vwuds_rp_1364	vdeq_vwuds	vwuds_0212	0212	1982-01-01		active	
vdeq_vwuds	GLEN WILTON SERVICE AREA(WETHERWOOD SERVICE AREA)	vwuds_rp_155	vdeq_vwuds	vwuds_2164	2164	1990-01-01		inactive	
vdeq_vwuds	GREENWOOD PLANT(GREENWOOD PLANT)	vwuds_rp_639	vdeq_vwuds	vwuds_0126	0126	1982-01-01		inactive	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_456	vdeq_vwuds	vwuds_5686	5686	1990-01-01		inactive	
vdeq_vwuds	FRIES PLANT(FRIES PLANT)	vwuds_rp_1211	vdeq_vwuds	vwuds_0726	0726	1982-01-01		inactive	
vdeq_vwuds	TUCKS FARMS	vwuds_rp_127	vdeq_vwuds	vwuds_5464	5464	2003-01-01		active	
vdeq_vwuds	DAIRY FARM	vwuds_rp_1598	vdeq_vwuds	vwuds_5506	5506	1994-01-01		active	
vdeq_vwuds	CLOVERLAND(CLOVERLAND)	vwuds_rp_1894	vdeq_vwuds	vwuds_10191	10191	2012-01-01		active	
vdeq_vwuds	HENRICO COUNTY WTP(HENRICO COUNTY WTP)	vwuds_rp_682	vdeq_vwuds	vwuds_2231	2231	2004-01-01		active	
vdeq_vwuds	JAMES RIVER INTAKE (PUMP STATION)	vwuds_rp_442	vdeq_vwuds	vwuds_2241	2241	2006-01-01		active	
vdeq_vwuds	Brickshire, The Golf Club at (Brickshire Golf Club (Irrigation))	vwuds_rp_8730	vdeq_vwuds	vwuds_10386	10386	2015-01-01		active	
vdeq_vwuds	PARK FOREST FARM(PARK FOREST FARM)	vwuds_rp_1104	vdeq_vwuds	vwuds_3000	3000	1998-01-01		inactive	
vdeq_vwuds	John Ed Farm(John Ed Farm)	vwuds_rp_441	vdeq_vwuds	vwuds_10096	10096	2010-01-01		active	
vdeq_vwuds	HOPEWELL DISTRICT(HOPEWELL DISTRICT)	vwuds_rp_1506	vdeq_vwuds	vwuds_0350	0350	1982-01-01		active	
vdeq_vwuds	RIVERDALE SERVICE AREA(RIVERDALE SUBDIVISION)	vwuds_rp_1507	vdeq_vwuds	vwuds_1276	1276	1982-01-01		active	
vdeq_vwuds	Longwood Golf Course(Longwood Golf Course (Irrigation))	vwuds_rp_8901	vdeq_vwuds	vwuds_10387	10387	2015-01-01		active	
vdeq_vwuds	GARRETT FARMS INC	vwuds_rp_182	vdeq_vwuds	vwuds_5476	5476	1990-01-01		active	
vdeq_vwuds	JORDAN'S FARM	vwuds_rp_957	vdeq_vwuds	vwuds_5442	5442	2003-01-01		inactive	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_214	vdeq_vwuds	vwuds_5350	5350	1990-01-01		inactive	
vdeq_vwuds	Storage Reservoir (CVWSC)(Storage Reservoir)	vwuds_rp_442	vdeq_vwuds	vwuds_2242	2242	2006-01-01		active	
vdeq_vwuds	LOUISA (TOWN) SERVICE AREA(LOUISA, TOWN)	vwuds_rp_935	vdeq_vwuds	vwuds_1474	1474	1982-01-01		active	
vdeq_vwuds	RAPHINE SERVICE AREA(RAPHINE)	vwuds_rp_1247	vdeq_vwuds	vwuds_0095	0095	1982-01-01		inactive	
vdeq_vwuds	CAMP BARRETT WTP(QUANTICO MCDEC CAMP BARRETT)	vwuds_rp_1461	vdeq_vwuds	vwuds_0491	0491	1982-01-01		inactive	
vdeq_vwuds	RICHLANDS SERVICE AREA(RICHLANDS)	vwuds_rp_1202	vdeq_vwuds	vwuds_0188	0188	1982-01-01		active	
vdeq_vwuds	BLACKSBURG PLANT(BLACKSBURG PLANT)	vwuds_rp_1702	vdeq_vwuds	vwuds_0764	0764	1982-01-01		inactive	
vdeq_vwuds	RADFORD SERVICE AREA(RADFORD)	vwuds_rp_1158	vdeq_vwuds	vwuds_0792	0792	1982-01-01		active	
vdeq_vwuds	LEXINGTON GOLF & COUNTRY CLUB(LEXINGTON GOLF & COUNTRY CLUB)	vwuds_rp_922	vdeq_vwuds	vwuds_1773	1773	1985-01-01		active	
vdeq_vwuds	PRINCE GEORGE GOLF COURSE(PRINCE GEORGE GOLF COURSE)	vwuds_rp_1150	vdeq_vwuds	vwuds_1620	1620	1985-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_685	vdeq_vwuds	vwuds_5722	5722	1990-01-01		inactive	
vdeq_vwuds	REEDVILLE PLANT(REEDVILLE PLANT)	vwuds_rp_1092	vdeq_vwuds	vwuds_1184	1184	1982-01-01		inactive	
vdeq_vwuds	MILLWOOD I & II(NEW BALTIMORE REGIONAL WATER)	vwuds_rp_503	vdeq_vwuds	vwuds_2008	2008	1989-01-01		inactive	
vdeq_vwuds	VIRGINIA SOLID FUELS INC(VIRGINIA SOLID FUELS)	vwuds_rp_1578	vdeq_vwuds	vwuds_1848	1848	1985-01-01		inactive	
vdeq_vwuds	TEEUWEN GREENHOUSE	vwuds_rp_594	vdeq_vwuds	vwuds_5230	5230	2004-01-01		inactive	
vdeq_vwuds	MT. PLEASANT GREENHOUSE	vwuds_rp_79	vdeq_vwuds	vwuds_5711	5711	1990-01-01		inactive	
vdeq_vwuds	BRYCE RESORT(BRYCE RESORT)	vwuds_rp_176	vdeq_vwuds	vwuds_0259	0259	1982-01-01		active	
vdeq_vwuds	CUB RUN DAIRY LC	vwuds_rp_593	vdeq_vwuds	vwuds_5069	5069	1991-01-01		active	
vdeq_vwuds	SINCLAIR SERVICE AREA(SINCLAIR MANOR)	vwuds_rp_664	vdeq_vwuds	vwuds_0373	0373	1982-01-01		active	
vdeq_vwuds	The Federal Club(The Federal Club Golf Course and Grounds (Irrigation))	vwuds_rp_8722	vdeq_vwuds	vwuds_10388	10388	2015-01-01		active	
vdeq_vwuds	Dairy and Beef Farm(BREEZY KNOLL FARM)	vwuds_rp_810	vdeq_vwuds	vwuds_5504	5504	2003-01-01		active	
vdeq_vwuds	RIDGEVIEW-IVYLEA SERVICE AREA(RIDGEVIEW-IVYLEA SUBDIVISIONS)	vwuds_rp_500	vdeq_vwuds	vwuds_1055	1055	1982-01-01		inactive	
vdeq_vwuds	DANVILLE PLANT(DANVILLE PLANT)	vwuds_rp_322	vdeq_vwuds	vwuds_0914	0914	1982-01-01		inactive	
vdeq_vwuds	HINES SERVICE AREA(S.L.HINES)	vwuds_rp_331	vdeq_vwuds	vwuds_2126	2126	1993-01-01		inactive	
vdeq_vwuds	DOUBLE M FARMS	vwuds_rp_1339	vdeq_vwuds	vwuds_5514	5514	1991-01-01		inactive	
vdeq_vwuds	WISE FARM LLC	vwuds_rp_469	vdeq_vwuds	vwuds_5518	5518	1992-01-01		inactive	NO LONGER IRRIGATES \nWILLIAM F WISE PASSED 8/05
vdeq_vwuds	ROANOKE PLANT(ROANOKE PLANT - ((NOT ELIZ. ARDEN SINCE 2001))	vwuds_rp_230	vdeq_vwuds	vwuds_0984	0984	1982-01-01		active	ALSO MAKE PLASTIC BOXES \nELIZABETH ARDEN, INC.
vdeq_vwuds	SONNY ACRE FARM	vwuds_rp_380	vdeq_vwuds	vwuds_5517	5517	1990-01-01		inactive	
vdeq_vwuds	MORTAGE MANOR	vwuds_rp_392	vdeq_vwuds	vwuds_5519	5519	1990-01-01		inactive	
vdeq_vwuds	JACKSON RIVER BERRY FARM	vwuds_rp_1255	vdeq_vwuds	vwuds_5507	5507	1990-01-01		inactive	
vdeq_vwuds	WEBB WATER SERVICE AREA(GARDEN CITY)	vwuds_rp_1620	vdeq_vwuds	vwuds_0955	0955	1982-01-01		inactive	
vdeq_vwuds	WESTLAKE SERVICE AREA(WESTLAKE SERVICE AREA)	vwuds_rp_1627	vdeq_vwuds	vwuds_10059	10059	2010-01-01		inactive	
vdeq_vwuds	TWIN CEDARS SERVICE AREA(TWIN CEDARS WATER WORKS)	vwuds_rp_1085	vdeq_vwuds	vwuds_1436	1436	1982-01-01		inactive	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_848	vdeq_vwuds	vwuds_5377	5377	1990-01-01		inactive	
vdeq_vwuds	DUFFIELD-PATTONSVILLE SER AREA(SCOTT COUNTY)	vwuds_rp_1297	vdeq_vwuds	vwuds_0575	0575	1982-01-01		inactive	
vdeq_vwuds	DAVIS PRODUCE(DAVIS PRODUCE)	vwuds_rp_1108	vdeq_vwuds	vwuds_5167	5167	1990-01-01		active	
vdeq_vwuds	IVY CREEK GOLF COURSE(IVY CREEK GOLF COURSE)	vwuds_rp_750	vdeq_vwuds	vwuds_1537	1537	1985-01-01		inactive	
vdeq_vwuds	North Spring(North Spring Water Treatment Plant)	vwuds_rp_1792	vdeq_vwuds	vwuds_10060	10060	2010-01-01		active	
vdeq_vwuds	Virginia Golf Center(Virginia Golf Center (Irrigation))	vwuds_rp_8727	vdeq_vwuds	vwuds_10389	10389	2015-01-01		active	
vdeq_vwuds	AFTON PLANT(AFTON PLANT)	vwuds_rp_144	vdeq_vwuds	vwuds_0238	0238	1982-01-01		inactive	
vdeq_vwuds	TOMAHURD PLANATION	vwuds_rp_1070	vdeq_vwuds	vwuds_5169	5169	1990-01-01		inactive	
vdeq_vwuds	FREDERICKSBURG PLANT(FREDERICKSBURG SAND & GRAVEL)	vwuds_rp_474	vdeq_vwuds	vwuds_1426	1426	1982-01-01		inactive	
vdeq_vwuds	POTTS CREEK INTAKE(COVINGTON PLANT)	vwuds_rp_688	vdeq_vwuds	vwuds_1958	1958	1987-01-01		inactive	
vdeq_vwuds	VALLEY VIEW MOBILE HOME PARK(HARRISONBURG)	vwuds_rp_1490	vdeq_vwuds	vwuds_0135	0135	1982-01-01		inactive	
vdeq_vwuds	ROSLYN FARM	vwuds_rp_1260	vdeq_vwuds	vwuds_5609	5609	1990-01-01		inactive	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_212	vdeq_vwuds	vwuds_5219	5219	1990-01-01		inactive	
vdeq_vwuds	LEREVE MANOR SERVICE AREA(LEREVE MANOR-HIGH POINT FARMS)	vwuds_rp_663	vdeq_vwuds	vwuds_0364	0364	1982-01-01		inactive	
vdeq_vwuds	HIGH KNOB(HIGH KNOB)	vwuds_rp_699	vdeq_vwuds	vwuds_2158	2158	1999-01-01		active	
vdeq_vwuds	CAROLINE CORRECTIONAL UNIT(UNIT  2 - CAROLINE)	vwuds_rp_1547	vdeq_vwuds	vwuds_0517	0517	1982-01-01		active	
vdeq_vwuds	LAKE WRIGHT(NORFOLK)	vwuds_rp_1065	vdeq_vwuds	vwuds_1110	1110	1982-01-01		active	
vdeq_vwuds	RIP RAP RD READY MIX PLT(RIP RAP ROAD PLT)	vwuds_rp_1431	vdeq_vwuds	vwuds_0030	0030	1995-01-01		active	
vdeq_vwuds	Jackson's Chase Golf Club(Jackson's Chase Golf Club (Irrigation))	vwuds_rp_1311	vdeq_vwuds	vwuds_10390	10390	2015-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_296	vdeq_vwuds	vwuds_5414	5414			inactive	
vdeq_vwuds	PEMBROKE SERVICE AREA(PEMBROKE)	vwuds_rp_1113	vdeq_vwuds	vwuds_0627	0627	1982-01-01		inactive	
vdeq_vwuds	I-95 SOUTH-EMPORIA REST AREA(I-95 SOUTH-EMPORIA REST AREA)	vwuds_rp_1564	vdeq_vwuds	vwuds_0703	0703	1982-01-01		inactive	
vdeq_vwuds	BOYS HOME SERVICE AREA(BOYS HOME)	vwuds_rp_162	vdeq_vwuds	vwuds_1071	1071	1982-01-01		inactive	
vdeq_vwuds	HAYFIELD SAND AND GRAVEL(HAYFIELD SAND AND GRAVEL)	vwuds_rp_1003	vdeq_vwuds	vwuds_2289	2289	2008-01-01		active	
vdeq_vwuds	FAIRFIELD FARM INC	vwuds_rp_517	vdeq_vwuds	vwuds_5124	5124	1990-01-01		inactive	
vdeq_vwuds	Moutoux Orchard(Moutoux Orchard)	vwuds_rp_266	vdeq_vwuds	vwuds_5006	5006	1990-01-01		active	
vdeq_vwuds	NVCCL Campus Project(NVCCL Campus Project)	vwuds_rp_1846	vdeq_vwuds	vwuds_10112	10112	2010-01-01		active	
vdeq_vwuds	RIVERSIDE DAIRY	vwuds_rp_1072	vdeq_vwuds	vwuds_5056	5056	1991-01-01		active	
vdeq_vwuds	GRAYS CREEK FARMS INC(GRAYS CREEK FARMS INC)	vwuds_rp_573	vdeq_vwuds	vwuds_5426	5426	2004-01-01		active	
vdeq_vwuds	I-64 GOOCHLAND REST AREA(I-64 GOOCHLAND REST AREA)	vwuds_rp_312	vdeq_vwuds	vwuds_2239	2239	2006-01-01		active	
vdeq_vwuds	MILL RUN FARMS INC	vwuds_rp_1013	vdeq_vwuds	vwuds_5407	5407			inactive	
vdeq_vwuds	HOLSINGER DAIRY FARM	vwuds_rp_354	vdeq_vwuds	vwuds_5087	5087	1993-01-01		active	
vdeq_vwuds	Emporia Country Club(Emporia Country Club (Irrigation))	vwuds_rp_8721	vdeq_vwuds	vwuds_10391	10391	2015-01-01		active	
vdeq_vwuds	NEW MARKET SERVICE AREA(NEW MARKET)	vwuds_rp_1053	vdeq_vwuds	vwuds_0139	0139	1982-01-01		active	
vdeq_vwuds	BURRUSS AND BURRUSS INC	vwuds_rp_366	vdeq_vwuds	vwuds_5027	5027			inactive	
vdeq_vwuds	MADISON (TOWN) WTP(MADISON, TOWN)	vwuds_rp_1167	vdeq_vwuds	vwuds_0477	0477	1982-01-01		active	
vdeq_vwuds	BAYVILLE GOLF CLUB(BAYVILLE GOLF CLUB)	vwuds_rp_96	vdeq_vwuds	vwuds_0034	0034	1996-01-01		active	
vdeq_vwuds	CLEARWATER PARK SERVICE AREA(CLEARWATER PARK SERVICE AREA)	vwuds_rp_22	vdeq_vwuds	vwuds_0586	0586	1982-01-01		inactive	
vdeq_vwuds	ST. PAUL SERVICE AREA(ST. PAUL)	vwuds_rp_1373	vdeq_vwuds	vwuds_0193	0193	1982-01-01		active	
vdeq_vwuds	DALEVILLE PLANT(DALEVILLE PLANT)	vwuds_rp_1222	vdeq_vwuds	vwuds_1013	1013	1982-01-01		active	
vdeq_vwuds	WILLIAM & MARY CAMPUS CENTER(WILLIAMSBURG MARRIOTT)	vwuds_rp_1727	vdeq_vwuds	vwuds_2019	2019	1989-01-01		inactive	
vdeq_vwuds	MOUNT STIRLING(MOUNT STIRLING)	vwuds_rp_1657	vdeq_vwuds	vwuds_5157	5157	2003-01-01		active	
vdeq_vwuds	HOPEWELL PLANT(HOPEWELL PLANT)	vwuds_rp_1332	vdeq_vwuds	vwuds_1338	1338	1982-01-01		active	ART WELKER 541-9737 \nSTONE CONTAINER
vdeq_vwuds	Forest Greens Golf Club(Forest Greens Golf Club (Irrigation))	vwuds_rp_8726	vdeq_vwuds	vwuds_10392	10392	2015-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_1191	vdeq_vwuds	vwuds_5346	5346	1990-01-01		inactive	
vdeq_vwuds	REESON NURSERY	vwuds_rp_278	vdeq_vwuds	vwuds_5284	5284	2007-01-01		active	
vdeq_vwuds	PORT TOBACCO(PORT TOBACCO)	vwuds_rp_1142	vdeq_vwuds	vwuds_2220	2220	2003-01-01		active	
vdeq_vwuds	MANASSAS(MANASSAS PLANT)	vwuds_rp_206	vdeq_vwuds	vwuds_1846	1846	1985-01-01		inactive	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_587	vdeq_vwuds	vwuds_5654	5654	1990-01-01		inactive	
vdeq_vwuds	Fauquier Springs Country Club(Fauquier Springs Country Club (Irrigation))	vwuds_rp_8728	vdeq_vwuds	vwuds_10393	10393	2015-01-01		active	
vdeq_vwuds	WINDSOR SERVICE AREA(WINDSOR)	vwuds_rp_1694	vdeq_vwuds	vwuds_0450	0450	1982-01-01		active	
vdeq_vwuds	RIDGES SERVICE AREA(URBAN WATER SYSTEM)	vwuds_rp_664	vdeq_vwuds	vwuds_0372	0372	1982-01-01		inactive	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_1485	vdeq_vwuds	vwuds_5026	5026			inactive	
vdeq_vwuds	GOLDEN HORSESHOE/REES JONES GC(GOLDEN HORSESHOE/REES JONES GC)	vwuds_rp_309	vdeq_vwuds	vwuds_1295	1295	1982-01-01		active	
vdeq_vwuds	KILBY SHORE SERVICE AREA(KILBY SHORES WATER COMPANY)	vwuds_rp_1378	vdeq_vwuds	vwuds_1164	1164	1982-01-01		inactive	127 CONNECTIONS WE 1 161 191 \nTIDEWATER WATER COMPANY
vdeq_vwuds	HELLS POINT GOLF COURSE(HELLS POINT GOLF COURSE)	vwuds_rp_681	vdeq_vwuds	vwuds_1296	1296	1982-01-01		active	
vdeq_vwuds	MOUNT JACKSON SERVICE AREA(MOUNT JACKSON)	vwuds_rp_1030	vdeq_vwuds	vwuds_0208	0208	1982-01-01		active	
vdeq_vwuds	WILLIAM & MARY, THE COLLEGE OF(WILLIAM & MARY, THE COLLEGE OF)	vwuds_rp_1524	vdeq_vwuds	vwuds_0535	0535	1982-01-01		active	
vdeq_vwuds	INDEPENDENT SYSTEMS(INDEPENDENT SYSTEMS)	vwuds_rp_745	vdeq_vwuds	vwuds_1221	1221	1982-01-01		active	
vdeq_vwuds	WILLIAMSBURG COUNTRY CLUB(WILLIAMSBURG COUNTRY CLUB)	vwuds_rp_1684	vdeq_vwuds	vwuds_1788	1788	1985-01-01		active	
vdeq_vwuds	LINVILLE PLANT(LINVILLE PLANT)	vwuds_rp_1488	vdeq_vwuds	vwuds_0250	0250	1982-01-01		active	
vdeq_vwuds	OAKLAND FARMS, INC.	vwuds_rp_1088	vdeq_vwuds	vwuds_5887	5887	2006-01-01		active	
vdeq_vwuds	FOX RUN FARMS, LLC.	vwuds_rp_940	vdeq_vwuds	vwuds_5697	5697	1990-01-01		active	
vdeq_vwuds	ARBOR MEADOWS SERVICE AREA(ARBOR MEADOWS)	vwuds_rp_1378	vdeq_vwuds	vwuds_1151	1151	1982-01-01		inactive	95 CONNECTIONS \nTIDEWATER WATER COMPANY
vdeq_vwuds	ROANOKE PLANT(ROANOKE PLANT)	vwuds_rp_1575	vdeq_vwuds	vwuds_0994	0994	1982-01-01		inactive	
vdeq_vwuds	HAMPTON BLVD READY MIX PLANT(HAMPTON BLVD READY MIX PLANT)	vwuds_rp_1392	vdeq_vwuds	vwuds_1289	1289	1982-01-01		inactive	
vdeq_vwuds	EUBANK SERVICE AREA(EUBANK SYSTEM)	vwuds_rp_683	vdeq_vwuds	vwuds_0336	0336	1982-01-01		inactive	
vdeq_vwuds	VIRGINIA BAPTIST CHILDREN HOME(VIRGINIA BAPTIST CHILDREN HOME)	vwuds_rp_1508	vdeq_vwuds	vwuds_1063	1063	1982-01-01		inactive	
vdeq_vwuds	IVOR WATER SYSTEM(IVOR)	vwuds_rp_749	vdeq_vwuds	vwuds_0671	0671	1982-01-01		active	
vdeq_vwuds	GWALTNEY OF SMITHFIELD LTD(GWALTNEY OF SMITHFIELD LTD)	vwuds_rp_1329	vdeq_vwuds	vwuds_1214	1214	1982-01-01		active	
vdeq_vwuds	DREWRYVILLE SERVICE AREA(DREWRYVILLE)	vwuds_rp_1341	vdeq_vwuds	vwuds_0455	0455	1982-01-01		active	
vdeq_vwuds	INDUSTRIAL PARK(INDUSTRIAL PARK)	vwuds_rp_1341	vdeq_vwuds	vwuds_2159	2159	1999-01-01		active	
vdeq_vwuds	CAVE VIEW FARMS INC	vwuds_rp_595	vdeq_vwuds	vwuds_5693	5693	1990-01-01		active	
vdeq_vwuds	PORT NORFOLK PLANT(PORT NORFOLK PLANT)	vwuds_rp_1431	vdeq_vwuds	vwuds_1218	1218	1982-01-01		active	
vdeq_vwuds	LAKEVIEW DAIRY(LAKEVIEW DAIRY)	vwuds_rp_916	vdeq_vwuds	vwuds_5795	5795	1990-01-01		active	SGJ: Linden should only be contacted if unable to reach Leon \nIVAN ROHRER
vdeq_vwuds	Prince George Woods(Prince George Woods)	vwuds_rp_1813	vdeq_vwuds	vwuds_10076	10076	2009-01-01		active	
vdeq_vwuds	SUNSET VIEW FARM	vwuds_rp_1185	vdeq_vwuds	vwuds_5689	5689	1990-01-01		active	
vdeq_vwuds	Winton Country Club and Golf Course(Winton Golf Course Irrigation System)	vwuds_rp_8740	vdeq_vwuds	vwuds_10395	10395	2015-01-01		active	
vdeq_vwuds	NORFOLK PLANT(NORFOLK PLANT)	vwuds_rp_613	vdeq_vwuds	vwuds_0679	0679	1982-01-01		inactive	
vdeq_vwuds	SCOTTSBURG SERVICE AREA(SCOTTSBURG)	vwuds_rp_1299	vdeq_vwuds	vwuds_0419	0419	1982-01-01		active	
vdeq_vwuds	WINCHESTER PLANT(WINCHESTER PLANT)	vwuds_rp_1487	vdeq_vwuds	vwuds_0251	0251	1982-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_828	vdeq_vwuds	vwuds_5556	5556			inactive	
vdeq_vwuds	INDEPENDENT HILL SERVICE AREA(INDEPENDENT HILL)	vwuds_rp_1152	vdeq_vwuds	vwuds_0465	0465	1982-01-01		inactive	
vdeq_vwuds	Plane River Farm(PLANE RIVER FARM INC)	vwuds_rp_1042	vdeq_vwuds	vwuds_5520	5520	1991-01-01		active	
vdeq_vwuds	SILVER LEAF FARMS(SILVER LEAF FARMS)	vwuds_rp_912	vdeq_vwuds	vwuds_5257	5257	1990-01-01		active	
vdeq_vwuds	Kastle Greens Golf Club(Kastle Greens Golf Club)	vwuds_rp_853	vdeq_vwuds	vwuds_2207	2207	1990-01-01		inactive	
vdeq_vwuds	VIEW LAND SERVICE AREA(VIEW LAND)	vwuds_rp_1057	vdeq_vwuds	vwuds_0980	0980	1982-01-01		inactive	
vdeq_vwuds	RAPHINE PLANT(RAPHINE PLANT)	vwuds_rp_1268	vdeq_vwuds	vwuds_1768	1768	1985-01-01		inactive	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_805	vdeq_vwuds	vwuds_5499	5499	1990-01-01		inactive	
vdeq_vwuds	TANGLEWOOD SHORES-U(TANGLEWOOD SHORES-U WATER SYSTEM)	vwuds_rp_57	vdeq_vwuds	vwuds_10228	10228	2013-01-01		active	
vdeq_vwuds	DUNGADIN HEIGHTS SERVICE AREA(DUNGADIN HEIGHTS)	vwuds_rp_428	vdeq_vwuds	vwuds_0128	0128	1982-01-01		active	
vdeq_vwuds	Tazewell County Country Club(Tazewell County Country Club Irrigation System)	vwuds_rp_8736	vdeq_vwuds	vwuds_10396	10396	2015-01-01		active	
vdeq_vwuds	BERRYVILLE SERVICE AREA(BERRYVILLE)	vwuds_rp_117	vdeq_vwuds	vwuds_0090	0090	1982-01-01		inactive	
vdeq_vwuds	WESTWOOD SERVICE AREA(WESTWOOD)	vwuds_rp_1289	vdeq_vwuds	vwuds_1528	1528	1985-01-01		inactive	
vdeq_vwuds	FREDERICK CO SA ABRAMS CREEK(ABRAMS CREEK)	vwuds_rp_545	vdeq_vwuds	vwuds_0271	0271	1982-01-01		inactive	
vdeq_vwuds	BROOKNEAL PLANT(BROOKNEAL PLANT)	vwuds_rp_359	vdeq_vwuds	vwuds_0995	0995	1982-01-01		inactive	MAM discussions with Larry Dalton on May 1, 2012 reveal this property sold to Dean Monroe on June 5, 2011.  Dan River is no longer operating and he notified DEQ VPDES folks.  I will email the regional VWP person. \nBIBB COMPANY, INC., THE
vdeq_vwuds	YAROS FARMS INC(YAROS FARMS INC)	vwuds_rp_837	vdeq_vwuds	vwuds_5202	5202	1994-01-01		active	
vdeq_vwuds	BUCKINGHAM CORRECTIONAL UNIT(BUCKINGHAM MEDIUM SECURITY #3)	vwuds_rp_1727	vdeq_vwuds	vwuds_2086	2086	1990-01-01		inactive	
vdeq_vwuds	Davis and Pratt Farms(DAVIS AND PRATT FARMS)	vwuds_rp_823	vdeq_vwuds	vwuds_5015	5015	1994-01-01		active	
vdeq_vwuds	5103(COLESVILLE NURSERY INC)	vwuds_rp_301	vdeq_vwuds	vwuds_5103	5103	1991-01-01		active	
vdeq_vwuds	Stoney Run Farms, Inc.(Stoney Run Farms, Inc.)	vwuds_rp_548	vdeq_vwuds	vwuds_10046	10046	2008-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_487	vdeq_vwuds	vwuds_5203	5203	1994-01-01		active	
vdeq_vwuds	EDINBURG PLANT(EDINBURG PLANT)	vwuds_rp_581	vdeq_vwuds	vwuds_0113	0113	1982-01-01		active	
vdeq_vwuds	SCHOOL COMPLEX	vwuds_rp_1874	vdeq_vwuds	vwuds_2139	2139	1998-01-01		active	
vdeq_vwuds	STRASBURG SERVICE AREA(STRASBURG)	vwuds_rp_1375	vdeq_vwuds	vwuds_0089	0089	1982-01-01		inactive	
vdeq_vwuds	SHENANDOAH (TOWN) SERVICE AREA(SHENANDOAH, TOWN)	vwuds_rp_1313	vdeq_vwuds	vwuds_0227	0227	1982-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_928	vdeq_vwuds	vwuds_5372	5372	1990-01-01		inactive	
vdeq_vwuds	PROCESSING PLANT(STONY CREEK PLANT)	vwuds_rp_732	vdeq_vwuds	vwuds_2150	2150	1997-01-01		active	
vdeq_vwuds	VPI & SU GOLF COURSE(VPI & SU GOLF COURSE)	vwuds_rp_1536	vdeq_vwuds	vwuds_1711	1711	1985-01-01		active	
vdeq_vwuds	ASHLAND SERVICE AREA(ASHLAND)	vwuds_rp_68	vdeq_vwuds	vwuds_0011	0011	1987-01-01		inactive	
vdeq_vwuds	MARTINSVILLE SERVICE AREA(MARTINSVILLE)	vwuds_rp_967	vdeq_vwuds	vwuds_0661	0661	1982-01-01		active	
vdeq_vwuds	COLONIAL HEIGHTS SERVICE AREA(COLONIAL HEIGHTS)	vwuds_rp_306	vdeq_vwuds	vwuds_0346	0346	1982-01-01		inactive	
vdeq_vwuds	Belmont Country Club(Belmont Country Club (Irrigation()	vwuds_rp_8739	vdeq_vwuds	vwuds_10397	10397	2015-01-01		active	
vdeq_vwuds	BRISTOL (VA) WTP(BRISTOL (VA))	vwuds_rp_166	vdeq_vwuds	vwuds_0547	0547	1982-01-01		active	
vdeq_vwuds	RW ASKEW NURSERY(RW ASKEW NURSERY)	vwuds_rp_1240	vdeq_vwuds	vwuds_5319	5319	1990-01-01		inactive	
vdeq_vwuds	RICHMOND PLANT(RICHMOND PLANT)	vwuds_rp_1206	vdeq_vwuds	vwuds_1328	1328	1982-01-01		inactive	
vdeq_vwuds	MOUNTAIN RIVER GARDENS	vwuds_rp_801	vdeq_vwuds	vwuds_5692	5692	1990-01-01		inactive	
vdeq_vwuds	WRIGHT BROTHERS	vwuds_rp_1049	vdeq_vwuds	vwuds_5522	5522	1990-01-01		inactive	
vdeq_vwuds	CARSON-LEXINGTON PK-WINDSOR SA(CARSON-LEXINGTON PK-WINDSOR SA)	vwuds_rp_201	vdeq_vwuds	vwuds_0639	0639	1982-01-01		inactive	
vdeq_vwuds	HOPEWELL PLANT(HOPEWELL PLANT)	vwuds_rp_433	vdeq_vwuds	vwuds_1335	1335	1982-01-01		active	
vdeq_vwuds	Surface Water Reporting - [no name]	vwuds_rp_855	vdeq_vwuds	vwuds_5238	5238	1990-01-01		inactive	
vdeq_vwuds	Scot's Landing(Scot's Landing)	vwuds_rp_1796	vdeq_vwuds	vwuds_10067	10067	2010-01-01		active	
